Z,Y,X,Red,Green,Blue,Size
5,317,314,86,94,102,1
5,317,315,112,130,139,1
5,317,316,125,106,91,1
5,317,317,95,105,108,1
5,317,318,105,92,96,1
5,317,319,113,111,95,1
5,317,320,108,129,123,1
5,317,321,81,51,41,1
5,317,322,58,84,113,1
5,317,323,136,138,142,1
5,317,324,148,153,169,1
5,317,325,192,189,166,1
5,317,326,169,169,168,1
5,317,327,138,113,108,1
5,317,328,110,122,128,1
5,317,329,106,81,54,1
5,318,55,14,25,54,1
5,318,56,83,93,87,1
5,318,57,79,78,88,1
5,318,58,107,119,127,1
5,318,59,131,151,159,1
5,318,60,149,126,104,1
5,318,61,98,112,123,1
5,318,62,122,110,117,1
5,318,63,120,103,99,1
5,318,64,109,130,128,1
5,318,65,88,50,33,1
5,318,66,42,69,100,1
5,318,67,117,130,145,1
5,318,68,143,143,157,1
5,318,69,172,168,150,1
5,318,70,152,152,157,1
5,318,71,142,127,120,1
5,318,72,122,123,115,1
5,318,73,93,63,43,1
5,318,183,16,30,57,1
5,318,184,84,110,106,1
5,318,185,97,97,113,1
5,318,186,127,131,138,1
5,318,187,144,153,167,1
5,318,188,175,160,142,1
5,318,189,123,119,129,1
5,318,190,134,126,118,1
5,318,191,109,99,108,1
5,318,192,115,132,127,1
5,318,193,95,54,29,1
5,318,194,33,59,90,1
5,318,195,112,130,145,1
5,318,196,137,137,149,1
5,318,197,148,147,141,1
5,318,198,137,140,157,1
5,318,199,146,129,125,1
5,318,200,130,127,114,1
5,318,201,80,50,32,1
5,318,311,17,31,55,1
5,318,312,82,113,130,1
5,318,313,140,126,124,1
5,318,314,127,132,129,1
5,318,315,125,132,153,1
5,318,316,180,193,177,1
5,318,317,161,141,135,1
5,318,318,142,144,136,1
5,318,319,123,113,112,1
5,318,320,116,139,134,1
5,318,321,95,52,27,1
5,318,322,28,46,77,1
5,318,323,105,128,136,1
5,318,324,127,129,142,1
5,318,325,136,136,141,1
5,318,326,146,144,150,1
5,318,327,139,121,117,1
5,318,328,122,119,103,1
5,318,329,66,40,22,1
5,319,55,18,30,51,1
5,319,56,83,117,143,1
5,319,57,151,127,122,1
5,319,58,122,117,106,1
5,319,59,102,112,129,1
5,319,60,153,178,180,1
5,319,61,188,171,152,1
5,319,62,157,161,156,1
5,319,63,146,135,129,1
5,319,64,128,136,127,1
5,319,65,85,45,25,1
5,319,66,24,35,55,1
5,319,67,89,127,144,1
5,319,68,128,131,129,1
5,319,69,121,131,135,1
5,319,70,143,140,141,1
5,319,71,131,113,110,1
5,319,72,110,104,80,1
5,319,183,18,33,53,1
5,319,184,84,119,143,1
5,319,185,150,126,117,1
5,319,186,115,104,99,1
5,319,187,94,94,96,1
5,319,188,107,135,161,1
5,319,189,180,175,162,1
5,319,190,164,172,158,1
5,319,191,150,144,145,1
5,319,192,143,136,122,1
5,319,193,79,41,24,1
5,319,195,72,109,136,1
5,319,196,143,153,138,1
5,319,197,119,136,133,1
5,319,198,124,124,134,1
5,319,199,126,110,110,1
5,319,200,98,82,57,1
5,319,312,84,132,153,1
5,319,313,159,135,109,1
5,319,314,107,100,98,1
5,319,315,95,85,79,1
5,319,316,82,103,123,1
5,319,317,148,171,178,1
5,319,318,179,174,161,1
5,319,319,162,157,154,1
5,319,320,152,142,120,1
5,319,321,74,38,25,1
5,319,323,51,75,101,1
5,319,324,126,149,137,1
5,319,325,115,120,118,1
5,319,326,105,103,113,1
5,319,327,115,116,114,1
5,319,328,92,66,40,1
5,320,56,86,117,145,1
5,320,57,152,132,108,1
5,320,58,101,95,87,1
5,320,59,91,85,80,1
5,320,60,76,80,88,1
5,320,61,121,161,177,1
5,320,62,189,190,185,1
5,320,63,181,183,186,1
5,320,64,173,139,109,1
5,320,65,63,34,27,1
5,320,67,36,50,73,1
5,320,68,103,132,136,1
5,320,69,122,113,117,1
5,320,70,109,110,118,1
5,320,71,110,107,100,1
5,320,72,80,49,28,1
5,320,183,17,26,54,1
5,320,184,83,113,159,1
5,320,185,149,128,108,1
5,320,186,90,86,85,1
5,320,187,84,84,81,1
5,320,188,76,71,78,1
5,320,189,108,145,169,1
5,320,190,179,194,205,1
5,320,191,206,211,201,1
5,320,192,174,130,92,1
5,320,193,53,31,26,1
5,320,195,29,39,57,1
5,320,196,87,113,127,1
5,320,197,134,129,131,1
5,320,198,128,132,117,1
5,320,199,99,86,68,1
5,320,200,52,31,22,1
5,320,311,18,27,55,1
5,320,312,82,108,144,1
5,320,313,148,133,108,1
5,320,314,85,85,87,1
5,320,315,79,85,80,1
5,320,316,71,68,77,1
5,320,317,93,121,149,1
5,320,318,160,168,179,1
5,320,319,187,192,177,1
5,320,320,150,111,80,1
5,320,321,51,31,21,1
5,320,324,66,83,111,1
5,320,325,150,156,151,1
5,320,326,145,138,117,1
5,320,327,87,60,42,1
5,321,55,19,30,53,1
5,321,56,76,102,129,1
5,321,57,145,138,107,1
5,321,58,87,83,86,1
5,321,59,80,83,75,1
5,321,60,63,63,79,1
5,321,61,83,102,131,1
5,321,62,155,159,142,1
5,321,63,148,149,141,1
5,321,64,124,100,77,1
5,321,65,53,30,18,1
5,321,68,45,63,103,1
5,321,69,142,158,172,1
5,321,70,158,119,90,1
5,321,71,59,38,28,1
5,321,184,68,95,122,1
5,321,185,148,137,109,1
5,321,186,92,80,81,1
5,321,187,77,79,77,1
5,321,188,71,72,77,1
5,321,189,75,88,106,1
5,321,190,132,141,132,1
5,321,191,136,128,114,1
5,321,192,99,87,72,1
5,321,196,30,41,65,1
5,321,197,92,117,138,1
5,321,198,123,83,55,1
5,321,312,60,78,110,1
5,321,313,144,131,114,1
5,321,314,100,84,77,1
5,321,315,76,77,78,1
5,321,316,78,76,69,1
5,321,317,68,81,98,1
5,321,318,127,144,133,1
5,321,319,118,103,98,1
5,321,320,91,81,63,1
5,321,325,50,67,75,1
5,321,326,71,50,33,1
5,322,56,55,71,99,1
5,322,57,122,124,122,1
5,322,58,103,90,84,1
5,322,59,88,90,90,1
5,322,60,86,77,68,1
5,322,61,70,80,99,1
5,322,62,127,140,122,1
5,322,63,106,96,96,1
5,322,64,90,77,53,1
5,322,184,51,66,91,1
5,322,185,118,123,115,1
5,322,186,93,85,79,1
5,322,187,82,83,85,1
5,322,188,81,80,79,1
5,322,189,79,83,99,1
5,322,190,126,135,128,1
5,322,191,110,96,91,1
5,322,192,87,73,53,1
5,322,312,54,66,86,1
5,322,313,114,126,123,1
5,322,314,101,87,82,1
5,322,315,81,81,84,1
5,322,316,87,86,91,1
5,322,317,91,90,93,1
5,322,318,119,134,125,1
5,322,319,106,91,88,1
5,322,320,85,70,47,1
5,323,56,50,65,87,1
5,323,57,104,110,122,1
5,323,58,117,103,99,1
5,323,59,88,82,87,1
5,323,60,93,98,103,1
5,323,61,108,105,99,1
5,323,62,106,127,120,1
5,323,63,101,94,94,1
5,323,64,87,63,39,1
5,323,184,44,61,75,1
5,323,185,93,96,107,1
5,323,186,115,115,115,1
5,323,187,100,90,90,1
5,323,188,95,107,118,1
5,323,189,122,106,102,1
5,323,190,107,128,117,1
5,323,191,96,96,100,1
5,323,192,85,59,36,1
5,323,312,46,69,78,1
5,323,313,91,92,104,1
5,323,314,118,126,128,1
5,323,315,116,110,109,1
5,323,316,110,119,127,1
5,323,317,127,116,102,1
5,323,318,105,123,119,1
5,323,319,99,98,105,1
5,323,320,81,56,32,1
5,324,56,39,59,80,1
5,324,57,100,91,97,1
5,324,58,113,123,120,1
5,324,59,116,120,118,1
5,324,60,122,124,122,1
5,324,61,125,133,122,1
5,324,62,117,112,109,1
5,324,63,95,86,89,1
5,324,64,73,49,26,1
5,324,184,29,45,71,1
5,324,185,97,99,94,1
5,324,186,104,113,112,1
5,324,187,121,122,110,1
5,324,188,109,109,118,1
5,324,189,132,142,135,1
5,324,190,135,114,108,1
5,324,191,93,84,86,1
5,324,192,71,44,21,1
5,324,312,24,36,60,1
5,324,313,87,99,100,1
5,324,314,103,107,115,1
5,324,315,132,126,109,1
5,324,316,104,107,121,1
5,324,317,130,122,116,1
5,324,318,118,108,100,1
5,324,319,90,93,90,1
5,324,320,74,42,18,1
5,325,57,72,90,104,1
5,325,58,106,112,120,1
5,325,59,127,127,115,1
5,325,60,120,128,140,1
5,325,61,141,127,118,1
5,325,62,109,97,85,1
5,325,63,89,94,86,1
5,325,64,63,30,11,1
5,325,185,52,78,107,1
5,325,186,114,113,112,1
5,325,187,123,139,127,1
5,325,188,131,146,160,1
5,325,189,156,141,122,1
5,325,190,100,91,90,1
5,325,191,99,95,78,1
5,325,192,53,23,9,1
5,325,313,37,62,94,1
5,325,314,110,105,101,1
5,325,315,108,120,130,1
5,325,316,142,151,164,1
5,325,317,163,144,118,1
5,325,318,93,99,113,1
5,325,319,118,98,63,1
5,326,57,26,44,73,1
5,326,58,101,111,104,1
5,326,59,102,105,117,1
5,326,60,135,124,130,1
5,326,61,144,132,108,1
5,326,62,88,95,116,1
5,326,63,121,91,52,1
5,326,185,21,32,52,1
5,326,186,78,102,104,1
5,326,187,102,104,99,1
5,326,188,108,98,98,1
5,326,189,111,105,97,1
5,326,190,89,95,110,1
5,326,191,94,63,38,1
5,326,314,56,70,87,1
5,326,315,103,109,99,1
5,326,316,100,92,85,1
5,326,317,98,94,92,1
5,326,318,96,103,103,1
5,326,319,80,49,23,1
5,327,58,34,50,68,1
5,327,59,87,102,102,1
5,327,60,115,112,93,1
5,327,61,91,89,92,1
5,327,62,97,92,86,1
5,327,63,68,40,18,1
5,327,186,25,36,54,1
5,327,187,70,87,97,1
5,327,188,108,110,96,1
5,327,189,84,83,89,1
5,327,190,96,92,82,1
5,327,191,60,32,16,1
5,327,315,50,70,85,1
5,327,316,94,100,91,1
5,327,317,84,89,108,1
5,327,318,118,114,91,1
5,327,319,57,26,12,1
5,328,59,30,43,59,1
5,328,60,65,77,85,1
5,328,61,89,100,131,1
5,328,62,135,125,83,1
5,328,188,39,51,62,1
5,328,189,73,89,113,1
5,328,190,116,99,57,1
5,328,317,44,56,67,1
5,328,318,61,48,28,1
6,47,194,44,55,64,1
6,47,195,63,62,57,1
6,47,196,51,37,29,1
6,47,322,62,80,85,1
6,47,323,92,95,79,1
6,47,324,67,53,43,1
6,48,65,31,40,66,1
6,48,66,85,99,106,1
6,48,67,107,104,101,1
6,48,68,95,81,65,1
6,48,69,56,48,34,1
6,48,193,38,52,72,1
6,48,194,90,113,120,1
6,48,195,110,102,102,1
6,48,196,99,97,80,1
6,48,197,72,60,45,1
6,48,321,37,61,89,1
6,48,322,107,123,112,1
6,48,323,110,109,109,1
6,48,324,107,111,99,1
6,48,325,87,81,71,1
6,48,326,52,33,28,1
6,49,65,37,63,100,1
6,49,66,130,131,115,1
6,49,67,113,108,117,1
6,49,68,111,113,118,1
6,49,69,108,111,116,1
6,49,70,106,64,43,1
6,49,193,51,76,109,1
6,49,194,136,131,115,1
6,49,195,107,98,104,1
6,49,196,102,106,114,1
6,49,197,115,127,152,1
6,49,198,160,117,83,1
6,49,199,52,32,22,1
6,49,321,56,85,117,1
6,49,322,128,114,105,1
6,49,323,105,100,99,1
6,49,324,108,108,110,1
6,49,325,119,131,150,1
6,49,326,169,157,125,1
6,49,327,86,61,42,1
6,50,65,59,95,125,1
6,50,66,127,107,98,1
6,50,67,102,95,99,1
6,50,68,113,118,117,1
6,50,69,115,132,137,1
6,50,70,143,150,140,1
6,50,71,120,97,70,1
6,50,193,69,102,114,1
6,50,194,119,99,86,1
6,50,195,87,88,105,1
6,50,196,124,124,126,1
6,50,197,112,116,113,1
6,50,198,110,127,143,1
6,50,199,144,129,109,1
6,50,200,80,50,33,1
6,50,321,75,105,111,1
6,50,322,121,112,95,1
6,50,323,89,99,119,1
6,50,324,144,155,143,1
6,50,325,116,113,112,1
6,50,326,100,101,113,1
6,50,327,121,131,136,1
6,50,328,108,80,57,1
6,51,65,78,119,121,1
6,51,66,112,105,99,1
6,51,67,102,116,132,1
6,51,68,165,181,155,1
6,51,69,117,109,115,1
6,51,70,108,100,95,1
6,51,71,95,115,131,1
6,51,72,123,114,85,1
6,51,73,58,38,29,1
6,51,192,38,40,53,1
6,51,193,75,114,120,1
6,51,194,104,95,98,1
6,51,195,104,123,145,1
6,51,196,181,186,154,1
6,51,197,116,105,106,1
6,51,198,101,107,108,1
6,51,199,97,98,112,1
6,51,200,120,128,107,1
6,51,201,86,64,43,1
6,51,320,40,41,59,1
6,51,321,84,105,115,1
6,51,322,112,99,99,1
6,51,323,107,132,160,1
6,51,324,179,176,147,1
6,51,325,117,102,97,1
6,51,326,98,105,110,1
6,51,327,111,96,98,1
6,51,328,106,123,131,1
6,51,329,119,90,60,1
6,52,64,33,38,58,1
6,52,65,90,108,107,1
6,52,66,106,103,100,1
6,52,67,103,125,151,1
6,52,68,168,167,149,1
6,52,69,126,107,103,1
6,52,70,101,98,97,1
6,52,71,108,103,102,1
6,52,72,101,105,123,1
6,52,73,132,116,86,1
6,52,74,55,35,33,1
6,52,190,49,54,54,1
6,52,192,29,38,59,1
6,52,193,87,98,96,1
6,52,194,97,98,92,1
6,52,195,97,118,138,1
6,52,196,160,159,149,1
6,52,197,129,106,106,1
6,52,198,105,95,92,1
6,52,199,98,99,100,1
6,52,200,100,95,101,1
6,52,201,118,128,117,1
6,52,202,80,47,33,1
6,52,317,32,42,53,1
6,52,318,58,62,63,1
6,52,319,58,46,31,1
6,52,320,27,35,58,1
6,52,321,85,97,92,1
6,52,322,85,85,84,1
6,52,323,86,94,114,1
6,52,324,138,147,143,1
6,52,325,130,111,107,1
6,52,326,95,92,95,1
6,52,327,100,98,99,1
6,52,328,101,96,95,1
6,52,329,107,139,143,1
6,52,330,106,64,39,1
6,53,61,60,73,71,1
6,53,62,70,74,72,1
6,53,63,66,51,37,1
6,53,64,29,34,61,1
6,53,65,89,95,85,1
6,53,66,74,74,82,1
6,53,67,84,83,96,1
6,53,68,113,131,140,1
6,53,69,131,120,114,1
6,53,70,100,102,106,1
6,53,71,107,98,105,1
6,53,72,104,102,98,1
6,53,73,113,144,151,1
6,53,74,135,88,53,1
6,53,189,71,79,84,1
6,53,190,81,81,85,1
6,53,191,77,63,46,1
6,53,192,35,40,67,1
6,53,193,95,91,86,1
6,53,194,86,92,110,1
6,53,195,114,107,98,1
6,53,196,104,130,146,1
6,53,197,133,124,120,1
6,53,198,109,111,106,1
6,53,199,100,97,107,1
6,53,200,104,102,106,1
6,53,201,128,146,150,1
6,53,202,137,94,63,1
6,53,316,35,55,67,1
6,53,317,75,81,93,1
6,53,318,85,81,86,1
6,53,319,80,72,53,1
6,53,320,39,40,59,1
6,53,321,96,103,100,1
6,53,322,118,147,172,1
6,53,323,167,142,111,1
6,53,324,110,139,157,1
6,53,325,142,129,132,1
6,53,326,124,119,114,1
6,53,327,108,104,97,1
6,53,328,100,105,113,1
6,53,329,117,137,146,1
6,53,330,131,104,75,1
6,54,60,53,80,89,1
6,54,61,87,86,90,1
6,54,62,86,87,87,1
6,54,63,86,85,62,1
6,54,64,47,44,58,1
6,54,65,91,119,128,1
6,54,66,153,198,220,1
6,54,67,194,164,138,1
6,54,68,128,145,161,1
6,54,69,155,139,140,1
6,54,70,131,119,117,1
6,54,71,113,99,97,1
6,54,72,108,117,113,1
6,54,73,118,133,139,1
6,54,74,134,119,94,1
6,54,75,59,35,31,1
6,54,187,23,32,52,1
6,54,188,74,96,102,1
6,54,189,96,95,94,1
6,54,190,91,96,92,1
6,54,191,94,91,68,1
6,54,192,51,48,64,1
6,54,193,99,138,158,1
6,54,194,187,225,226,1
6,54,195,197,181,165,1
6,54,196,151,155,171,1
6,54,197,171,148,133,1
6,54,198,128,116,115,1
6,54,199,114,97,108,1
6,54,200,116,112,108,1
6,54,201,114,124,141,1
6,54,202,142,127,107,1
6,54,203,66,36,32,1
6,54,315,32,45,73,1
6,54,316,99,105,107,1
6,54,317,107,114,110,1
6,54,318,98,101,98,1
6,54,319,95,91,70,1
6,54,320,56,52,57,1
6,54,321,87,133,166,1
6,54,322,196,208,202,1
6,54,323,186,192,175,1
6,54,324,181,193,184,1
6,54,325,172,144,130,1
6,54,326,139,130,129,1
6,54,327,126,109,123,1
6,54,328,122,108,102,1
6,54,329,105,114,131,1
6,54,330,142,131,107,1
6,54,331,66,38,28,1
6,55,59,51,64,92,1
6,55,60,109,102,109,1
6,55,61,119,111,107,1
6,55,62,103,100,94,1
6,55,63,88,88,71,1
6,55,64,59,51,55,1
6,55,65,81,122,159,1
6,55,66,185,171,166,1
6,55,67,160,176,180,1
6,55,68,190,203,198,1
6,55,69,183,156,141,1
6,55,70,153,151,134,1
6,55,71,137,135,137,1
6,55,72,130,118,115,1
6,55,73,119,120,128,1
6,55,74,143,140,110,1
6,55,75,70,44,31,1
6,55,187,65,73,99,1
6,55,188,112,104,108,1
6,55,189,114,105,99,1
6,55,190,102,97,95,1
6,55,191,90,89,75,1
6,55,192,61,54,59,1
6,55,193,89,127,143,1
6,55,194,151,150,151,1
6,55,195,139,145,168,1
6,55,196,184,198,203,1
6,55,197,196,179,163,1
6,55,198,158,158,155,1
6,55,199,159,156,150,1
6,55,200,143,146,146,1
6,55,201,142,124,126,1
6,55,202,140,129,106,1
6,55,203,74,51,39,1
6,55,314,27,36,51,1
6,55,315,66,71,86,1
6,55,316,104,104,109,1
6,55,317,105,96,86,1
6,55,318,92,95,88,1
6,55,319,88,92,83,1
6,55,320,62,54,67,1
6,55,321,102,136,140,1
6,55,322,135,139,155,1
6,55,323,141,143,163,1
6,55,324,174,190,192,1
6,55,325,185,179,154,1
6,55,326,156,175,178,1
6,55,327,173,171,159,1
6,55,328,152,164,160,1
6,55,329,156,134,129,1
6,55,330,138,129,113,1
6,55,331,75,50,36,1
6,56,58,32,48,63,1
6,56,59,74,77,79,1
6,56,60,86,91,106,1
6,56,61,102,88,83,1
6,56,62,89,93,86,1
6,56,63,88,94,87,1
6,56,64,64,53,64,1
6,56,65,103,136,139,1
6,56,66,128,125,136,1
6,56,67,136,150,157,1
6,56,68,159,174,179,1
6,56,69,166,164,149,1
6,56,70,154,184,194,1
6,56,71,190,191,176,1
6,56,72,163,166,170,1
6,56,73,163,148,141,1
6,56,74,142,132,110,1
6,56,75,74,55,41,1
6,56,186,38,52,70,1
6,56,187,83,80,80,1
6,56,188,81,89,108,1
6,56,189,119,112,104,1
6,56,190,105,99,98,1
6,56,191,93,85,83,1
6,56,192,63,50,56,1
6,56,193,96,130,135,1
6,56,194,119,110,123,1
6,56,195,123,131,138,1
6,56,196,143,149,151,1
6,56,197,144,155,154,1
6,56,198,159,174,186,1
6,56,199,193,197,190,1
6,56,200,168,166,171,1
6,56,201,159,159,161,1
6,56,202,153,125,105,1
6,56,203,73,55,43,1
6,56,314,49,58,65,1
6,56,315,70,71,79,1
6,56,316,89,102,127,1
6,56,317,150,163,148,1
6,56,318,129,113,105,1
6,56,319,98,86,78,1
6,56,320,60,48,54,1
6,56,321,85,117,134,1
6,56,322,113,103,119,1
6,56,323,119,119,131,1
6,56,324,143,143,132,1
6,56,325,129,141,151,1
6,56,326,168,179,182,1
6,56,327,193,201,188,1
6,56,328,167,166,166,1
6,56,329,162,173,187,1
6,56,330,167,119,97,1
6,56,331,69,53,41,1
6,57,58,54,59,59,1
6,57,59,63,68,84,1
6,57,60,99,115,146,1
6,57,61,177,190,183,1
6,57,62,161,144,123,1
6,57,63,110,99,77,1
6,57,64,57,48,55,1
6,57,65,78,106,119,1
6,57,66,104,109,115,1
6,57,67,111,116,125,1
6,57,68,133,140,128,1
6,57,69,128,123,134,1
6,57,70,162,181,186,1
6,57,71,197,202,188,1
6,57,72,186,181,176,1
6,57,73,183,187,174,1
6,57,74,144,108,84,1
6,57,75,67,52,40,1
6,57,186,50,54,55,1
6,57,187,61,71,79,1
6,57,188,99,121,151,1
6,57,189,178,190,184,1
6,57,190,162,151,137,1
6,57,191,129,115,82,1
6,57,192,60,53,56,1
6,57,193,74,100,116,1
6,57,194,109,108,111,1
6,57,195,107,108,108,1
6,57,196,116,127,122,1
6,57,197,122,120,123,1
6,57,198,152,171,179,1
6,57,199,197,210,210,1
6,57,200,210,200,192,1
6,57,201,182,168,144,1
6,57,202,122,105,82,1
6,57,203,67,50,34,1
6,57,314,47,50,56,1
6,57,315,61,74,84,1
6,57,316,103,129,150,1
6,57,317,156,159,159,1
6,57,318,155,151,157,1
6,57,319,153,129,98,1
6,57,320,73,53,50,1
6,57,321,72,100,121,1
6,57,322,117,100,107,1
6,57,323,101,98,97,1
6,57,324,104,107,108,1
6,57,325,108,114,115,1
6,57,326,131,148,160,1
6,57,327,183,195,205,1
6,57,328,214,213,196,1
6,57,329,167,145,121,1
6,57,330,111,103,81,1
6,57,331,61,42,29,1
6,58,57,47,54,58,1
6,58,58,52,51,60,1
6,58,59,71,87,98,1
6,58,60,103,110,129,1
6,58,61,136,123,129,1
6,58,62,136,134,149,1
6,58,63,157,136,117,1
6,58,64,94,62,52,1
6,58,65,74,103,119,1
6,58,66,112,97,102,1
6,58,67,103,106,107,1
6,58,68,109,105,105,1
6,58,69,95,100,106,1
6,58,70,112,120,143,1
6,58,71,165,171,181,1
6,58,72,194,192,182,1
6,58,73,151,119,101,1
6,58,74,101,100,77,1
6,58,75,55,39,27,1
6,58,185,47,56,61,1
6,58,186,58,56,72,1
6,58,187,102,125,116,1
6,58,188,111,108,118,1
6,58,189,125,105,104,1
6,58,190,117,118,128,1
6,58,191,136,137,126,1
6,58,192,107,77,57,1
6,58,193,68,94,108,1
6,58,194,114,104,103,1
6,58,195,106,119,129,1
6,58,196,124,114,103,1
6,58,197,94,101,103,1
6,58,198,99,103,123,1
6,58,199,141,157,168,1
6,58,200,167,154,146,1
6,58,201,128,104,96,1
6,58,202,101,95,70,1
6,58,203,51,37,26,1
6,58,313,53,56,51,1
6,58,314,55,65,92,1
6,58,315,140,157,131,1
6,58,316,109,102,106,1
6,58,317,109,100,91,1
6,58,318,94,105,117,1
6,58,319,118,125,122,1
6,58,320,105,85,59,1
6,58,321,56,80,103,1
6,58,322,127,124,109,1
6,58,323,99,96,99,1
6,58,324,103,107,101,1
6,58,325,101,104,100,1
6,58,326,100,100,105,1
6,58,327,121,146,175,1
6,58,328,169,149,133,1
6,58,329,114,98,97,1
6,58,330,100,87,61,1
6,59,56,23,34,53,1
6,59,57,65,59,53,1
6,59,58,53,67,102,1
6,59,59,149,172,146,1
6,59,60,108,89,94,1
6,59,61,99,101,98,1
6,59,62,98,101,103,1
6,59,63,102,104,102,1
6,59,64,103,87,66,1
6,59,65,61,80,108,1
6,59,66,129,133,112,1
6,59,67,96,86,85,1
6,59,68,94,102,109,1
6,59,69,115,112,107,1
6,59,70,110,106,106,1
6,59,71,111,130,165,1
6,59,72,170,161,135,1
6,59,73,117,110,101,1
6,59,74,96,76,52,1
6,59,184,26,41,53,1
6,59,185,58,55,52,1
6,59,186,47,65,102,1
6,59,187,140,155,135,1
6,59,188,105,91,98,1
6,59,189,101,105,99,1
6,59,190,97,103,97,1
6,59,191,89,92,100,1
6,59,192,108,91,66,1
6,59,193,57,70,98,1
6,59,194,126,131,117,1
6,59,195,108,102,92,1
6,59,196,98,105,117,1
6,59,197,125,117,109,1
6,59,198,113,113,108,1
6,59,199,110,133,160,1
6,59,200,166,157,134,1
6,59,201,117,110,99,1
6,59,202,86,63,43,1
6,59,313,51,55,53,1
6,59,314,49,65,97,1
6,59,315,135,160,146,1
6,59,316,114,93,96,1
6,59,317,108,112,105,1
6,59,318,96,94,95,1
6,59,319,87,87,96,1
6,59,320,105,94,72,1
6,59,321,53,55,81,1
6,59,322,121,135,130,1
6,59,323,122,117,107,1
6,59,324,108,106,107,1
6,59,325,115,118,115,1
6,59,326,118,118,109,1
6,59,327,109,137,173,1
6,59,328,168,145,125,1
6,59,329,115,107,96,1
6,59,330,80,55,38,1
6,60,56,36,50,54,1
6,60,57,54,56,53,1
6,60,58,50,59,90,1
6,60,59,136,160,149,1
6,60,60,120,97,94,1
6,60,61,108,112,106,1
6,60,62,100,99,102,1
6,60,63,98,86,83,1
6,60,64,99,102,84,1
6,60,65,58,53,69,1
6,60,66,108,131,136,1
6,60,67,142,140,139,1
6,60,68,133,119,116,1
6,60,69,125,129,123,1
6,60,70,117,111,112,1
6,60,71,115,139,171,1
6,60,72,168,147,126,1
6,60,73,116,111,95,1
6,60,74,77,55,37,1
6,60,184,43,59,66,1
6,60,185,56,56,55,1
6,60,186,48,53,77,1
6,60,187,117,150,146,1
6,60,188,115,89,92,1
6,60,189,98,103,96,1
6,60,190,94,95,94,1
6,60,191,89,83,84,1
6,60,192,94,99,80,1
6,60,193,55,45,57,1
6,60,194,93,132,147,1
6,60,195,154,159,162,1
6,60,196,161,156,153,1
6,60,197,146,138,134,1
6,60,198,121,111,114,1
6,60,199,121,136,149,1
6,60,200,149,143,127,1
6,60,201,111,104,86,1
6,60,202,65,51,35,1
6,60,312,52,63,65,1
6,60,313,58,58,56,1
6,60,314,49,50,68,1
6,60,315,104,139,143,1
6,60,316,123,93,96,1
6,60,317,94,99,102,1
6,60,318,94,95,103,1
6,60,319,98,90,88,1
6,60,320,90,99,85,1
6,60,321,55,39,48,1
6,60,322,79,124,148,1
6,60,323,155,163,170,1
6,60,324,179,194,186,1
6,60,325,170,162,162,1
6,60,326,142,126,127,1
6,60,327,131,133,141,1
6,60,328,138,122,113,1
6,60,329,111,105,84,1
6,60,330,62,42,31,1
6,61,56,54,65,63,1
6,61,57,66,65,60,1
6,61,58,55,58,72,1
6,61,59,104,141,159,1
6,61,60,137,103,96,1
6,61,61,98,106,104,1
6,61,62,100,104,111,1
6,61,63,109,100,86,1
6,61,64,91,107,96,1
6,61,65,67,42,44,1
6,61,66,75,119,145,1
6,61,67,157,158,152,1
6,61,68,164,194,210,1
6,61,69,203,200,187,1
6,61,70,169,155,148,1
6,61,71,133,135,131,1
6,61,72,130,117,110,1
6,61,73,113,107,84,1
6,61,74,58,35,25,1
6,61,184,59,75,71,1
6,61,185,70,72,68,1
6,61,186,72,76,86,1
6,61,187,107,134,141,1
6,61,188,121,101,89,1
6,61,189,91,102,110,1
6,61,190,111,104,98,1
6,61,191,110,107,93,1
6,61,192,95,110,104,1
6,61,193,74,46,43,1
6,61,194,71,104,120,1
6,61,195,138,136,127,1
6,61,196,147,170,182,1
6,61,197,195,205,194,1
6,61,198,182,175,163,1
6,61,199,136,139,121,1
6,61,200,110,122,124,1
6,61,201,114,95,70,1
6,61,311,18,28,51,1
6,61,312,73,85,78,1
6,61,313,74,74,75,1
6,61,314,86,92,103,1
6,61,315,120,146,149,1
6,61,316,138,117,93,1
6,61,317,90,103,115,1
6,61,318,114,99,101,1
6,61,319,111,102,93,1
6,61,320,94,111,109,1
6,61,321,82,52,40,1
6,61,322,56,83,108,1
6,61,323,121,121,123,1
6,61,324,138,145,157,1
6,61,325,175,174,170,1
6,61,326,179,179,164,1
6,61,327,141,133,120,1
6,61,328,108,115,126,1
6,61,329,111,85,60,1
6,62,55,17,31,59,1
6,62,56,82,97,93,1
6,62,57,83,81,85,1
6,62,58,100,114,122,1
6,62,59,135,163,172,1
6,62,60,172,150,120,1
6,62,61,102,108,120,1
6,62,62,122,107,107,1
6,62,63,109,99,95,1
6,62,64,101,122,115,1
6,62,65,90,56,32,1
6,62,66,38,70,106,1
6,62,67,114,122,130,1
6,62,68,133,137,153,1
6,62,69,163,156,159,1
6,62,70,167,160,156,1
6,62,71,138,129,122,1
6,62,72,120,118,119,1
6,62,73,97,68,44,1
6,62,183,18,37,65,1
6,62,184,88,112,114,1
6,62,185,107,102,107,1
6,62,186,114,119,126,1
6,62,187,140,153,176,1
6,62,188,194,184,158,1
6,62,189,128,127,134,1
6,62,190,134,129,117,1
6,62,191,103,98,99,1
6,62,192,107,130,127,1
