Z,Y,X,Red,Green,Blue,Size
3,55,187,45,71,99,1
3,55,188,98,91,95,1
3,55,189,108,105,93,1
3,55,190,88,86,79,1
3,55,191,70,65,68,1
3,55,192,65,57,67,1
3,55,193,77,94,105,1
3,55,194,114,132,136,1
3,55,195,139,140,146,1
3,55,196,167,175,177,1
3,55,197,180,166,165,1
3,55,198,166,156,157,1
3,55,199,145,152,162,1
3,55,200,159,152,141,1
3,55,201,143,150,155,1
3,55,202,142,136,134,1
3,55,203,115,96,77,1
3,55,204,55,40,31,1
3,55,315,59,76,87,1
3,55,316,88,90,100,1
3,55,317,114,103,95,1
3,55,318,96,91,86,1
3,55,319,78,76,76,1
3,55,320,68,59,67,1
3,55,321,87,95,99,1
3,55,322,101,115,128,1
3,55,323,134,131,124,1
3,55,324,143,154,159,1
3,55,325,159,155,166,1
3,55,326,162,163,181,1
3,55,327,177,180,185,1
3,55,328,170,156,151,1
3,55,329,150,158,154,1
3,55,330,149,157,141,1
3,55,331,113,98,75,1
3,55,332,52,43,31,1
3,56,58,22,35,54,1
3,56,59,63,79,85,1
3,56,60,84,88,94,1
3,56,61,111,103,92,1
3,56,62,95,94,89,1
3,56,63,82,80,77,1
3,56,64,77,69,68,1
3,56,65,85,89,94,1
3,56,66,96,110,126,1
3,56,67,123,121,116,1
3,56,68,125,132,133,1
3,56,69,136,139,154,1
3,56,70,161,162,178,1
3,56,71,189,188,183,1
3,56,72,175,157,149,1
3,56,73,160,169,166,1
3,56,74,158,157,131,1
3,56,75,106,90,68,1
3,56,76,53,44,29,1
3,56,186,30,42,57,1
3,56,187,64,79,83,1
3,56,188,79,87,102,1
3,56,189,112,104,94,1
3,56,190,96,105,95,1
3,56,191,91,84,77,1
3,56,192,74,69,71,1
3,56,193,79,87,84,1
3,56,194,93,107,108,1
3,56,195,107,104,112,1
3,56,196,119,127,121,1
3,56,197,125,132,146,1
3,56,198,157,167,181,1
3,56,199,174,177,184,1
3,56,200,197,186,170,1
3,56,201,183,181,167,1
3,56,202,157,149,126,1
3,56,203,106,91,69,1
3,56,314,35,46,51,1
3,56,315,62,76,83,1
3,56,316,81,93,107,1
3,56,317,122,124,117,1
3,56,318,114,116,111,1
3,56,319,107,89,76,1
3,56,320,74,68,63,1
3,56,321,76,90,79,1
3,56,322,92,94,88,1
3,56,323,91,95,104,1
3,56,324,111,124,129,1
3,56,325,129,128,133,1
3,56,326,145,164,183,1
3,56,327,183,184,197,1
3,56,328,207,203,196,1
3,56,329,200,197,187,1
3,56,330,178,158,134,1
3,56,331,114,94,66,1
3,57,59,58,74,84,1
3,57,60,92,104,117,1
3,57,61,141,153,149,1
3,57,62,132,127,129,1
3,57,63,121,99,93,1
3,57,64,91,78,66,1
3,57,65,80,88,79,1
3,57,66,89,82,81,1
3,57,67,85,88,96,1
3,57,68,107,114,122,1
3,57,69,124,128,130,1
3,57,70,136,167,187,1
3,57,71,194,197,211,1
3,57,72,213,202,202,1
3,57,73,192,184,182,1
3,57,74,171,149,134,1
3,57,75,116,88,56,1
3,57,186,45,48,54,1
3,57,187,58,67,81,1
3,57,188,100,118,134,1
3,57,189,161,169,172,1
3,57,190,157,148,136,1
3,57,191,115,103,109,1
3,57,192,104,81,70,1
3,57,193,84,91,80,1
3,57,194,81,78,78,1
3,57,195,81,84,89,1
3,57,196,92,95,104,1
3,57,197,113,116,115,1
3,57,198,124,164,192,1
3,57,199,203,196,197,1
3,57,200,202,202,198,1
3,57,201,188,188,175,1
3,57,202,150,131,120,1
3,57,203,103,77,52,1
3,57,314,48,61,62,1
3,57,315,63,71,84,1
3,57,316,99,111,129,1
3,57,317,162,174,171,1
3,57,318,157,143,129,1
3,57,319,121,119,128,1
3,57,320,120,94,78,1
3,57,321,81,91,80,1
3,57,322,78,82,81,1
3,57,323,83,85,81,1
3,57,324,83,91,95,1
3,57,325,98,104,116,1
3,57,326,129,152,171,1
3,57,327,185,184,185,1
3,57,328,193,187,195,1
3,57,329,190,177,166,1
3,57,330,151,142,117,1
3,57,331,89,66,52,1
3,58,58,46,61,65,1
3,58,59,73,77,78,1
3,58,60,85,103,118,1
3,58,61,141,147,141,1
3,58,62,137,131,123,1
3,58,63,127,126,128,1
3,58,64,125,106,86,1
3,58,65,84,84,83,1
3,58,66,85,81,85,1
3,58,67,84,80,76,1
3,58,68,83,96,98,1
3,58,69,96,96,107,1
3,58,70,121,136,145,1
3,58,71,163,176,188,1
3,58,72,190,174,183,1
3,58,73,186,174,165,1
3,58,74,145,138,112,1
3,58,75,81,59,44,1
3,58,186,53,66,80,1
3,58,187,92,90,89,1
3,58,188,89,98,102,1
3,58,189,112,124,122,1
3,58,190,122,120,119,1
3,58,191,124,125,124,1
3,58,192,119,105,85,1
3,58,193,83,86,89,1
3,58,194,83,80,91,1
3,58,195,89,84,78,1
3,58,196,80,91,96,1
3,58,197,94,90,99,1
3,58,198,111,126,136,1
3,58,199,147,165,191,1
3,58,200,195,182,185,1
3,58,201,189,179,173,1
3,58,202,144,123,97,1
3,58,203,71,55,40,1
3,58,313,37,41,52,1
3,58,314,62,79,97,1
3,58,315,107,112,113,1
3,58,316,99,99,109,1
3,58,317,111,115,110,1
3,58,318,105,103,113,1
3,58,319,117,119,123,1
3,58,320,124,111,88,1
3,58,321,80,87,98,1
3,58,322,90,83,89,1
3,58,323,93,87,80,1
3,58,324,79,85,86,1
3,58,325,86,91,105,1
3,58,326,104,119,140,1
3,58,327,145,150,175,1
3,58,328,190,187,189,1
3,58,329,192,185,158,1
3,58,330,135,107,86,1
3,58,331,70,54,38,1
3,59,57,41,45,54,1
3,59,58,66,86,104,1
3,59,59,119,122,112,1
3,59,60,98,100,108,1
3,59,61,105,100,98,1
3,59,62,99,96,110,1
3,59,63,110,110,121,1
3,59,64,124,123,106,1
3,59,65,90,89,105,1
3,59,66,101,87,89,1
3,59,67,87,81,86,1
3,59,68,88,88,89,1
3,59,69,88,98,111,1
3,59,70,105,121,136,1
3,59,71,147,156,170,1
3,59,72,187,186,187,1
3,59,73,185,176,136,1
3,59,74,109,90,78,1
3,59,75,66,50,36,1
3,59,185,46,50,63,1
3,59,186,74,80,105,1
3,59,187,142,135,107,1
3,59,188,96,97,97,1
3,59,189,91,88,89,1
3,59,190,97,92,95,1
3,59,191,99,101,112,1
3,59,192,117,126,117,1
3,59,193,93,90,106,1
3,59,194,109,94,93,1
3,59,195,86,82,93,1
3,59,196,99,100,97,1
3,59,197,99,105,115,1
3,59,198,113,131,140,1
3,59,199,144,152,162,1
3,59,200,177,171,170,1
3,59,201,171,157,124,1
3,59,202,98,84,68,1
3,59,203,57,43,29,1
3,59,313,51,57,66,1
3,59,314,69,74,103,1
3,59,315,141,134,104,1
3,59,316,95,93,91,1
3,59,317,79,77,86,1
3,59,318,85,88,88,1
3,59,319,99,98,93,1
3,59,320,105,120,114,1
3,59,321,96,91,105,1
3,59,322,123,107,102,1
3,59,323,104,98,102,1
3,59,324,106,114,111,1
3,59,325,115,118,127,1
3,59,326,124,138,152,1
3,59,327,152,158,169,1
3,59,328,177,172,169,1
3,59,329,155,139,119,1
3,59,330,93,77,60,1
3,60,57,49,57,64,1
3,60,58,70,78,105,1
3,60,59,137,137,115,1
3,60,60,97,90,91,1
3,60,61,81,80,89,1
3,60,62,79,78,82,1
3,60,63,96,100,97,1
3,60,64,104,112,108,1
3,60,65,96,87,102,1
3,60,66,119,116,119,1
3,60,67,119,116,113,1
3,60,68,117,126,121,1
3,60,69,124,128,141,1
3,60,70,140,146,159,1
3,60,71,152,155,163,1
3,60,72,172,167,159,1
3,60,73,150,131,111,1
3,60,74,88,70,50,1
3,60,185,44,51,70,1
3,60,186,87,89,106,1
3,60,187,134,146,127,1
3,60,188,102,93,94,1
3,60,189,83,84,89,1
3,60,190,81,72,78,1
3,60,191,88,100,103,1
3,60,192,103,110,113,1
3,60,193,100,83,91,1
3,60,194,109,115,127,1
3,60,195,130,128,128,1
3,60,196,137,141,137,1
3,60,197,143,150,151,1
3,60,198,147,155,165,1
3,60,199,156,153,158,1
3,60,200,160,152,141,1
3,60,201,128,121,104,1
3,60,202,81,60,40,1
3,60,313,45,50,68,1
3,60,314,86,98,102,1
3,60,315,121,155,144,1
3,60,316,117,102,94,1
3,60,317,86,80,78,1
3,60,318,76,72,72,1
3,60,319,83,93,99,1
3,60,320,100,97,106,1
3,60,321,93,83,90,1
3,60,322,105,113,123,1
3,60,323,128,136,147,1
3,60,324,157,154,152,1
3,60,325,156,158,155,1
3,60,326,154,161,168,1
3,60,327,161,158,167,1
3,60,328,159,151,142,1
3,60,329,121,113,91,1
3,60,330,70,48,31,1
3,61,56,44,54,53,1
3,61,57,49,57,73,1
3,61,58,86,91,99,1
3,61,59,123,152,140,1
3,61,60,115,111,104,1
3,61,61,91,84,76,1
3,61,62,78,74,75,1
3,61,63,87,91,97,1
3,61,64,99,92,96,1
3,61,65,86,83,87,1
3,61,66,97,106,110,1
3,61,67,116,129,143,1
3,61,68,147,153,154,1
3,61,69,157,166,175,1
3,61,70,162,161,169,1
3,61,71,170,159,156,1
3,61,72,153,150,140,1
3,61,73,123,108,84,1
3,61,74,58,38,26,1
3,61,184,51,63,61,1
3,61,185,58,64,71,1
3,61,186,82,91,108,1
3,61,187,130,147,143,1
3,61,188,123,113,112,1
3,61,189,103,99,89,1
3,61,190,85,81,85,1
3,61,191,92,92,103,1
3,61,192,106,103,98,1
3,61,193,94,89,78,1
3,61,194,86,100,105,1
3,61,195,106,120,138,1
3,61,196,147,152,154,1
3,61,197,154,165,168,1
3,61,198,156,164,168,1
3,61,199,169,152,136,1
3,61,200,136,139,129,1
3,61,201,116,99,73,1
3,61,312,65,68,61,1
3,61,313,60,65,70,1
3,61,314,78,99,116,1
3,61,315,123,130,143,1
3,61,316,130,102,106,1
3,61,317,105,103,97,1
3,61,318,92,94,98,1
3,61,319,96,89,100,1
3,61,320,111,113,107,1
3,61,321,104,86,71,1
3,61,322,78,92,101,1
3,61,323,113,129,142,1
3,61,324,151,153,160,1
3,61,325,155,155,161,1
3,61,326,151,148,156,1
3,61,327,157,143,129,1
3,61,328,134,134,123,1
3,61,329,99,79,60,1
3,62,55,22,34,59,1
3,62,56,84,79,69,1
3,62,57,67,71,80,1
3,62,58,86,104,119,1
3,62,59,127,137,149,1
3,62,60,133,111,110,1
3,62,61,106,111,108,1
3,62,62,103,107,110,1
3,62,63,106,94,105,1
3,62,64,115,114,108,1
3,62,65,102,75,61,1
3,62,66,68,82,92,1
3,62,67,105,130,147,1
3,62,68,151,151,167,1
3,62,69,169,158,157,1
3,62,70,152,148,148,1
3,62,71,141,126,127,1
3,62,72,134,120,106,1
3,62,73,88,66,48,1
3,62,183,28,42,69,1
3,62,184,85,85,80,1
3,62,185,83,87,95,1
3,62,186,97,101,117,1
3,62,187,132,143,151,1
3,62,188,145,136,123,1
3,62,189,114,115,115,1
3,62,190,121,120,122,1
3,62,191,123,111,115,1
3,62,192,124,119,102,1
3,62,193,88,66,53,1
3,62,194,52,64,84,1
3,62,195,98,122,141,1
3,62,196,146,147,157,1
3,62,197,167,163,161,1
3,62,198,158,167,155,1
3,62,199,137,132,139,1
3,62,200,128,114,100,1
3,62,201,83,63,44,1
3,62,311,32,49,75,1
3,62,312,92,96,100,1
3,62,313,97,91,97,1
3,62,314,101,100,110,1
3,62,315,123,135,141,1
3,62,316,145,149,143,1
3,62,317,128,126,130,1
3,62,318,141,143,143,1
3,62,319,134,128,126,1
3,62,320,130,129,111,1
3,62,321,90,65,51,1
3,62,322,42,51,69,1
3,62,323,93,109,124,1
3,62,324,140,147,159,1
3,62,325,160,157,158,1
3,62,326,158,166,157,1
3,62,327,144,136,141,1
3,62,328,128,115,92,1
3,62,329,76,59,39,1
3,63,55,30,48,69,1
3,63,56,90,102,115,1
3,63,57,96,84,92,1
3,63,58,91,96,106,1
3,63,59,108,112,119,1
3,63,60,134,155,155,1
3,63,61,140,141,150,1
3,63,62,153,151,159,1
3,63,63,152,144,140,1
3,63,64,145,150,130,1
3,63,65,98,68,49,1
3,63,66,38,41,55,1
3,63,67,80,101,121,1
3,63,68,140,148,165,1
3,63,69,156,145,142,1
3,63,70,141,155,154,1
3,63,71,146,135,122,1
3,63,72,112,104,81,1
3,63,73,64,45,33,1
3,63,183,28,48,68,1
3,63,184,92,121,122,1
3,63,185,95,83,89,1
3,63,186,93,91,104,1
3,63,187,105,103,108,1
3,63,188,121,135,148,1
3,63,189,153,161,169,1
3,63,190,152,140,159,1
3,63,191,168,150,143,1
3,63,192,145,136,122,1
3,63,193,95,64,44,1
3,63,195,63,89,110,1
3,63,196,124,148,159,1
3,63,197,149,144,144,1
3,63,198,150,160,146,1
3,63,199,135,131,112,1
3,63,200,103,97,78,1
3,63,201,54,37,25,1
3,63,311,27,50,69,1
3,63,312,88,121,130,1
3,63,313,107,82,80,1
3,63,314,95,88,90,1
3,63,315,94,94,90,1
3,63,316,101,109,125,1
3,63,317,150,146,157,1
3,63,318,159,157,167,1
3,63,319,164,154,150,1
3,63,320,146,127,112,1
3,63,321,88,58,35,1
3,63,323,48,75,98,1
3,63,324,113,133,144,1
3,63,325,147,145,151,1
3,63,326,156,151,138,1
3,63,327,124,120,109,1
3,63,328,101,77,59,1
3,64,55,26,45,68,1
3,64,56,93,120,133,1
3,64,57,117,88,83,1
3,64,58,89,86,77,1
3,64,59,75,76,75,1
3,64,60,90,101,109,1
3,64,61,133,147,156,1
3,64,62,174,193,182,1
3,64,63,165,158,160,1
3,64,64,158,144,117,1
3,64,65,84,51,30,1
3,64,67,34,56,80,1
3,64,68,107,126,131,1
3,64,69,133,133,144,1
3,64,70,150,135,121,1
3,64,71,116,112,100,1
3,64,72,85,56,40,1
3,64,183,27,46,68,1
3,64,184,87,111,131,1
3,64,185,128,96,84,1
3,64,186,84,85,73,1
3,64,187,64,65,66,1
3,64,188,74,84,92,1
3,64,189,109,137,159,1
3,64,190,193,207,189,1
3,64,191,188,174,175,1
3,64,192,177,153,114,1
3,64,193,78,45,26,1
3,64,195,25,41,67,1
3,64,196,105,124,125,1
3,64,197,130,131,135,1
3,64,198,135,126,112,1
3,64,199,101,92,83,1
3,64,200,63,39,27,1
3,64,311,25,43,67,1
3,64,312,82,99,122,1
3,64,313,123,92,80,1
3,64,314,86,88,82,1
3,64,315,71,63,63,1
3,64,316,70,77,84,1
3,64,317,93,108,140,1
3,64,318,175,190,182,1
3,64,319,191,181,164,1
3,64,320,159,140,106,1
3,64,321,70,39,19,1
3,64,323,19,30,51,1
3,64,324,85,110,122,1
3,64,325,134,136,138,1
3,64,326,138,133,111,1
3,64,327,89,70,58,1
3,65,55,20,36,67,1
3,65,56,84,95,126,1
3,65,57,127,98,81,1
3,65,58,82,84,79,1
3,65,59,68,61,63,1
3,65,60,68,76,86,1
3,65,61,92,102,127,1
3,65,62,146,156,170,1
3,65,63,175,169,148,1
3,65,64,130,124,104,1
3,65,65,74,41,18,1
3,65,68,59,84,107,1
3,65,69,139,147,149,1
3,65,70,142,113,85,1
3,65,71,66,47,36,1
3,65,183,17,33,68,1
3,65,184,81,82,114,1
3,65,185,128,107,83,1
3,65,186,80,80,72,1
3,65,187,64,62,64,1
3,65,188,69,74,78,1
3,65,189,89,106,126,1
3,65,190,144,154,155,1
3,65,191,158,150,138,1
3,65,192,123,112,95,1
3,65,193,71,41,20,1
3,65,196,41,55,79,1
3,65,197,115,136,134,1
3,65,198,116,85,56,1
3,65,311,19,32,59,1
3,65,312,71,75,94,1
3,65,313,118,112,88,1
3,65,314,83,82,76,1
3,65,315,67,64,71,1
3,65,316,79,73,74,1
3,65,317,85,102,120,1
3,65,318,148,161,154,1
3,65,319,154,151,136,1
3,65,320,123,103,84,1
3,65,321,61,35,19,1
3,65,325,64,78,82,1
3,65,326,76,62,42,1
3,66,56,64,70,86,1
3,66,57,110,110,93,1
3,66,58,82,80,75,1
3,66,59,66,63,67,1
3,66,60,77,77,79,1
3,66,61,84,99,117,1
3,66,62,152,158,144,1
3,66,63,135,144,142,1
3,66,64,122,97,77,1
3,66,65,58,33,18,1
3,66,184,64,74,79,1
3,66,185,95,107,107,1
3,66,186,88,80,82,1
3,66,187,76,71,68,1
3,66,188,75,79,80,1
3,66,189,86,101,119,1
3,66,190,145,154,151,1
3,66,191,136,143,137,1
3,66,192,109,90,71,1
3,66,312,61,76,69,1
3,66,313,82,109,120,1
3,66,314,105,90,84,1
3,66,315,79,75,71,1
3,66,316,76,83,85,1
3,66,317,94,109,119,1
3,66,318,129,150,159,1
3,66,319,148,142,126,1
3,66,320,104,88,66,1
3,67,56,59,76,74,1
3,67,57,81,110,120,1
3,67,58,113,105,91,1
3,67,59,81,77,78,1
3,67,60,86,91,97,1
3,67,61,107,117,122,1
3,67,62,132,159,165,1
3,67,63,156,137,121,1
3,67,64,109,85,58,1
3,67,184,52,71,82,1
3,67,185,79,96,110,1
3,67,186,117,119,106,1
3,67,187,93,91,87,1
3,67,188,92,104,116,1
3,67,189,127,128,126,1
3,67,190,135,156,158,1
3,67,191,153,135,123,1
3,67,192,104,74,51,1
3,67,312,37,59,75,1
3,67,313,75,87,100,1
3,67,314,114,126,120,1
3,67,315,105,102,106,1
3,67,316,106,111,131,1
3,67,317,145,144,136,1
3,67,318,136,148,149,1
3,67,319,144,134,123,1
3,67,320,104,71,47,1
3,68,56,32,49,69,1
3,68,57,83,95,95,1
3,68,58,99,120,132,1
3,68,59,115,107,117,1
3,68,60,123,113,126,1
3,68,61,152,162,166,1
3,68,62,147,145,141,1
3,68,63,128,123,109,1
3,68,64,90,65,42,1
3,68,184,28,41,61,1
3,68,185,82,100,103,1
3,68,186,94,111,126,1
3,68,187,118,121,121,1
3,68,188,120,118,124,1
3,68,189,149,168,160,1
3,68,190,135,129,126,1
3,68,191,115,115,106,1
3,68,192,79,52,31,1
3,68,312,24,35,51,1
3,68,313,79,106,110,1
3,68,314,101,120,125,1
3,68,315,122,125,127,1
3,68,316,129,128,127,1
3,68,317,143,162,154,1
3,68,318,137,128,133,1
3,68,319,125,112,101,1
3,68,320,71,40,22,1
3,69,57,71,88,89,1
3,69,58,94,110,126,1
3,69,59,134,131,135,1
3,69,60,138,139,142,1
3,69,61,153,160,157,1
3,69,62,148,126,119,1
3,69,63,110,104,97,1
3,69,64,61,32,18,1
3,69,185,54,72,87,1
3,69,186,98,107,118,1
3,69,187,130,125,130,1
3,69,188,135,150,164,1
3,69,189,166,166,155,1
3,69,190,149,131,116,1
3,69,191,102,94,83,1
3,69,313,43,60,86,1
3,69,314,101,105,107,1
3,69,315,110,113,122,1
3,69,316,124,138,156,1
3,69,317,163,159,150,1
3,69,318,146,135,120,1
3,69,319,107,95,71,1
3,70,57,37,48,70,1
3,70,58,94,98,107,1
3,70,59,102,106,118,1
3,70,60,122,134,143,1
3,70,61,147,143,137,1
3,70,62,132,123,117,1
3,70,63,99,90,61,1
3,70,185,27,35,55,1
3,70,186,84,90,94,1
3,70,187,95,103,117,1
3,70,188,122,130,128,1
3,70,189,129,130,137,1
3,70,190,130,119,118,1
3,70,191,102,80,46,1
3,70,314,65,81,88,1
3,70,315,91,102,114,1
3,70,316,116,127,135,1
3,70,317,134,143,154,1
3,70,318,130,115,111,1
3,70,319,96,63,32,1
3,71,58,47,65,82,1
3,71,59,90,96,94,1
3,71,60,100,119,133,1
3,71,61,136,141,136,1
3,71,62,120,108,97,1
3,71,63,78,44,24,1
3,71,186,30,47,69,1
3,71,187,79,88,92,1
3,71,188,95,107,109,1
3,71,189,113,118,111,1
3,71,190,106,101,86,1
3,71,191,62,35,19,1
3,71,315,63,81,92,1
3,71,316,97,111,110,1
3,71,317,104,110,106,1
3,71,318,102,100,81,1
3,72,59,42,60,71,1
3,72,60,82,96,92,1
3,72,61,98,113,116,1
3,72,62,110,96,72,1
3,72,188,54,68,74,1
3,72,189,89,108,111,1
3,72,190,103,81,54,1
3,72,316,34,43,54,1
3,72,317,61,76,77,1
3,72,318,67,53,34,1
3,175,194,36,43,51,1
3,175,195,57,57,63,1
3,175,196,61,54,50,1
3,175,322,50,57,77,1
3,175,323,91,83,82,1
3,175,324,78,68,62,1
3,175,325,60,53,44,1
3,176,66,62,72,90,1
3,176,67,107,101,98,1
3,176,68,96,88,83,1
3,176,69,79,69,57,1
3,176,70,52,42,38,1
3,176,193,23,38,59,1
3,176,194,78,90,99,1
3,176,195,109,116,113,1
3,176,196,111,105,97,1
3,176,197,89,84,79,1
3,176,198,74,59,49,1
3,176,321,31,47,75,1
3,176,322,93,109,112,1
3,176,323,114,119,113,1
3,176,324,111,113,110,1
3,176,325,107,100,101,1
3,176,326,96,80,66,1
3,176,327,57,50,42,1
3,177,65,36,56,76,1
3,177,66,91,109,115,1
3,177,67,122,124,116,1
3,177,68,123,130,117,1
3,177,69,111,105,106,1
3,177,70,107,95,81,1
3,177,71,70,61,59,1
3,177,193,42,59,77,1
3,177,194,95,109,113,1
3,177,195,123,129,121,1
3,177,196,130,138,127,1
3,177,197,119,117,123,1
3,177,198,117,102,91,1
3,177,199,79,68,66,1
3,177,200,59,46,42,1
3,177,321,44,66,87,1
3,177,322,107,120,112,1
3,177,323,112,114,110,1
3,177,324,116,128,122,1
3,177,325,126,134,130,1
3,177,326,122,112,103,1
3,177,327,96,82,73,1
3,177,328,61,55,53,1
3,178,65,51,75,94,1
3,178,66,107,117,103,1
3,178,67,102,112,110,1
3,178,68,112,117,116,1
3,178,69,124,133,128,1
3,178,70,121,118,109,1
3,178,71,115,105,84,1
3,178,72,67,63,61,1
3,178,73,54,45,32,1
3,178,193,54,74,96,1
3,178,194,111,113,105,1
3,178,195,105,115,119,1
3,178,196,126,128,125,1
3,178,197,134,130,128,1
3,178,198,119,117,117,1
3,178,199,121,118,102,1
3,178,200,80,74,69,1
3,178,201,56,51,43,1
3,178,321,56,73,90,1
3,178,322,102,107,113,1
3,178,323,125,125,128,1
3,178,324,138,142,129,1
3,178,325,134,125,129,1
3,178,326,126,114,116,1
3,178,327,114,112,116,1
3,178,328,101,85,73,1
3,178,329,59,58,59,1
3,179,65,69,74,84,1
3,179,66,98,108,114,1
3,179,67,121,126,133,1
3,179,68,155,151,138,1
3,179,69,136,125,125,1
3,179,70,120,111,117,1
3,179,71,111,101,117,1
3,179,72,117,101,90,1
3,179,73,78,67,62,1
3,179,74,56,47,39,1
3,179,193,77,82,92,1
3,179,194,99,99,106,1
3,179,195,114,116,129,1
3,179,196,167,163,148,1
3,179,197,137,118,106,1
3,179,198,104,111,113,1
3,179,199,111,107,121,1
3,179,200,124,119,112,1
3,179,201,101,85,65,1
3,179,202,60,58,51,1
3,179,321,68,86,89,1
3,179,322,93,100,106,1
3,179,323,111,113,125,1
3,179,324,162,173,155,1
3,179,325,133,114,102,1
3,179,326,101,100,102,1
3,179,327,111,116,120,1
3,179,328,119,113,108,1
3,179,329,105,99,82,1
3,179,330,72,71,59,1
3,180,65,61,77,88,1
3,180,66,99,108,119,1
3,180,67,116,110,119,1
3,180,68,148,163,152,1
3,180,69,131,117,102,1
3,180,70,94,87,92,1
3,180,71,104,109,111,1
3,180,72,111,111,102,1
3,180,73,108,112,100,1
3,180,74,83,77,67,1
3,180,75,52,39,29,1
3,180,193,58,78,92,1
3,180,194,96,108,118,1
3,180,195,114,108,112,1
3,180,196,133,147,139,1
3,180,197,122,108,96,1
3,180,198,88,84,94,1
3,180,199,113,113,111,1
3,180,200,111,114,100,1
3,180,201,107,117,107,1
3,180,202,90,81,74,1
3,180,203,60,48,34,1
3,180,321,56,71,86,1
3,180,322,94,107,106,1
3,180,323,104,109,109,1
3,180,324,113,128,132,1
3,180,325,124,108,98,1
3,180,326,88,80,95,1
3,180,327,109,111,106,1
3,180,328,103,107,113,1
3,180,329,109,116,124,1
3,180,330,109,97,82,1
3,180,331,69,57,40,1
3,181,61,38,48,55,1
3,181,62,56,51,44,1
3,181,64,27,34,54,1
3,181,65,63,67,83,1
3,181,66,97,100,103,1
3,181,67,106,110,113,1
3,181,68,111,118,121,1
3,181,69,120,114,102,1
3,181,70,100,87,86,1
3,181,71,92,97,92,1
3,181,72,98,105,127,1
3,181,73,121,118,130,1
3,181,74,121,109,90,1
3,181,75,78,66,50,1
3,181,189,53,61,60,1
3,181,190,63,54,49,1
3,181,192,26,31,51,1
3,181,193,64,65,80,1
3,181,194,104,113,121,1
3,181,195,122,114,118,1
3,181,196,125,130,135,1
3,181,197,135,127,113,1
3,181,198,108,97,90,1
3,181,199,93,96,91,1
3,181,200,97,104,115,1
3,181,201,123,128,130,1
3,181,202,128,119,101,1
3,181,203,84,71,58,1
3,181,316,34,47,54,1
3,181,317,69,72,69,1
3,181,318,74,62,55,1
3,181,319,56,55,42,1
3,181,321,61,66,85,1
3,181,322,115,141,146,1
3,181,323,147,129,121,1
3,181,324,125,136,147,1
3,181,325,153,147,124,1
3,181,326,114,109,101,1
3,181,327,102,100,95,1
3,181,328,97,104,105,1
3,181,329,120,136,131,1
3,181,330,128,124,106,1
3,181,331,84,76,67,1
3,182,60,51,67,74,1
3,182,61,82,76,77,1
3,182,62,84,76,66,1
3,182,63,67,64,54,1
3,182,64,43,39,54,1
3,182,65,66,84,116,1
3,182,66,144,167,165,1
3,182,67,161,146,138,1
3,182,68,141,140,147,1
3,182,69,158,151,141,1
3,182,70,126,117,108,1
3,182,71,103,109,107,1
3,182,72,108,110,113,1
3,182,73,123,141,138,1
3,182,74,139,141,123,1
3,182,75,98,82,64,1
3,182,187,21,31,51,1
3,182,188,70,80,91,1
3,182,189,92,84,81,1
3,182,190,85,81,75,1
3,182,191,72,71,65,1
3,182,192,52,47,61,1
3,182,193,73,94,134,1
3,182,194,162,172,165,1
3,182,195,165,164,161,1
3,182,196,154,142,144,1
3,182,197,157,155,164,1
3,182,198,146,124,116,1
3,182,199,112,116,113,1
3,182,200,115,115,128,1
3,182,201,135,132,133,1
3,182,202,148,146,125,1
3,182,203,105,86,67,1
3,182,204,55,39,26,1
3,182,315,28,40,59,1
3,182,316,79,84,96,1
3,182,317,97,96,83,1
3,182,318,79,78,73,1
3,182,319,64,64,61,1
3,182,320,54,50,62,1
3,182,321,77,94,125,1
3,182,322,137,151,157,1
3,182,323,165,163,167,1
3,182,324,163,156,147,1
3,182,325,158,169,174,1
3,182,326,145,127,130,1
3,182,327,130,137,129,1
3,182,328,125,127,138,1
3,182,329,141,136,140,1
3,182,330,147,138,122,1
3,182,331,106,87,72,1
3,182,332,63,46,28,1
3,183,59,36,57,75,1
3,183,60,83,88,90,1
3,183,61,95,101,84,1
3,183,62,72,72,71,1
3,183,63,63,57,57,1
3,183,64,58,56,62,1
3,183,65,75,97,112,1
3,183,66,115,139,147,1
3,183,67,143,149,160,1
3,183,68,169,172,163,1
3,183,69,169,165,162,1
3,183,70,153,139,140,1
3,183,71,131,141,144,1
3,183,72,136,140,136,1
3,183,73,144,150,154,1
3,183,74,142,129,119,1
3,183,75,109,92,70,1
3,183,76,56,41,29,1
3,183,187,45,71,99,1
3,183,188,98,91,95,1
3,183,189,108,105,93,1
3,183,190,88,86,79,1
3,183,191,70,65,68,1
3,183,192,65,57,67,1
3,183,193,77,94,105,1
3,183,194,114,132,136,1
3,183,195,139,140,146,1
3,183,196,167,175,177,1
3,183,197,180,166,165,1
3,183,198,166,156,157,1
3,183,199,145,152,162,1
3,183,200,159,152,141,1
3,183,201,143,150,155,1
3,183,202,142,136,134,1
3,183,203,115,96,77,1
3,183,204,55,40,31,1
3,183,315,59,76,87,1
3,183,316,88,90,100,1
3,183,317,114,103,95,1
3,183,318,96,91,86,1
3,183,319,78,76,76,1
3,183,320,68,59,67,1
3,183,321,87,95,99,1
3,183,322,101,115,128,1
3,183,323,134,131,124,1
3,183,324,143,154,159,1
3,183,325,159,155,166,1
3,183,326,162,163,181,1
